7.1	99.6347052912001	1118.3837215988	244.836882965258
7.1	101.132330198674	894.330432258144	46.1275286471183
7.1	102.658525901481	740.195830576037	35.2422244566338
7.1	104.2091307586	654.22121951032	32.5325715343334
7.1	105.785214226717	511.972577921267	28.3803094324733
7.1	107.383548461715	552.552296762783	28.9123944879336
7.1	109.000636225172	402.485359416262	24.6504834003397
7.1	110.637094970467	401.664078897869	24.1931863719526
7.1	114.110425556064	365.365373651025	22.6094245405864
7.1	115.786537820848	443.475772797334	24.8967276230951
7.1	117.468410151453	485.882584256972	25.8426945876099
7.1	119.156145536592	504.25012975608	26.3215090081634
7.1	120.843854463408	533.762589701284	27.0741310994227
7.1	122.531589848547	624.940384364853	29.2845724033798
7.1	124.213462179152	715.209492812505	31.3797555757854
7.1	125.889574443936	825.721815729376	33.8635549311094
7.1	129.362905029533	992.773690014892	37.6730518015788
7.1	130.999363774828	1112.06441744529	40.285805880661
7.1	132.616451538285	1182.87325394155	41.8375010657003
7.1	134.214785773283	1270.10910083023	43.8670992181101
7.1	135.7908692414	1397.32944266189	46.7868000406252
7.1	137.341474098519	1515.32301273431	49.3438697387224
7.1	138.867669801326	1596.98489382922	52.8049129612169
7.1	140.3652947088	1749.11100218099	92.7796115724976
